feature,word,idf,pos_mean,pos_var,neg_mean,neg_var
36,hplnol,2.315550534421905,0.002819233795172799,0.0011806448971275582,0.0,1e-09
37,xl,1.0048572220785443,0.017314201497060054,0.0025443792519675907,5.841560824131798e-05,1.0070484992154338e-06
38,neon,2.085101613043631,0.0026053565278008916,0.0008468490493935173,0.0,1e-09
39,retreat,2.9176105257498675,4.557964580474541e-05,1.7679501084455555e-06,2.1899543829327896e-05,5.659570434806657e-07
40,ho,3.1394592753662236,1.50953201674213e-05,6.745798504687626e-07,6.468018605931391e-05,4.001975869330794e-06
41,around,1.5995471907871057,0.0005631729289029661,3.468129207977309e-05,0.00036718366754596944,1.0439897684647688e-05
42,wonderful,2.575187844927661,5.2759960606792035e-05,1.8944385469664638e-06,9.644866746203511e-05,3.139986383993705e-06
43,time,0.8576686376879126,0.0014009816486528323,3.2935113179886154e-05,0.002762405903517574,6.480897124383646e-05
44,year,1.2400035730293741,0.0007310424077029719,2.5487216261625444e-05,0.001225401404831161,2.715797177660713e-05
45,leader,2.025515923059387,9.514065146544187e-05,2.5358096832852443e-06,0.00019763793039752838,5.697199443112337e-06
46,know,0.6518496090322567,0.003441390651748305,6.1923408649222e-05,0.0010561536857324882,1.7742949084678842e-05
47,extremely,2.2943612353519667,5.1339508567496205e-05,1.8385714622319222e-06,0.00022905267282064156,1.3578037760311936e-05
48,hectic,2.9176105257498675,1.5172792656453187e-05,3.912275794217207e-07,8.204356598238791e-05,3.552846749518069e-06
49,tough,2.7134905430939424,1.3007440773438535e-05,1.1501881936509944e-07,6.447810845898715e-05,1.8352385389906017e-06
50,think,1.130859103604306,0.0012561566828532197,3.236938491005126e-05,0.0009509084600458689,6.101400330553445e-05
51,anything,1.4552125278509112,0.0008837519589611954,3.588480710240476e-05,0.00026055032711773255,5.803494690148123e-06
52,past,1.6770612774672675,0.00024596141831713646,7.417154711489819e-06,0.00035579551027870303,6.10294475518099e-06
53,holiday,1.9831120745062996,0.0005567724812274581,0.00011306377103909238,0.0010276059629827413,0.00035307600958394515
54,life,1.6923012440240044,0.00014035283033589648,4.050358107587731e-06,0.0020517192328010333,0.00031643073541071006
55,go,0.9158768129408668,0.0016623887792996653,4.573882485229135e-05,0.0016546387375861345,2.9185424384068705e-05
56,week,1.1252188362516133,0.0019570886715421496,0.00014771598163792088,0.0009261600067582717,2.2889964950131573e-05
57,december,1.4376035827927167,0.0023342727444778995,0.00021729621445395735,5.986276592944198e-05,1.1189259556122215e-06
58,like,1.0037966733661505,0.0011229579801958353,2.8432221500096783e-05,0.0018755433099241089,5.6070122375378464e-05
59,minute,1.810400556101999,8.330860138207329e-05,1.979434458569108e-06,0.000973734150075376,4.0292156160907806e-05
60,calender,3.616580530085886,5.79648024542276e-06,1.0031918564436349e-07,0.0,1e-09
61,hand,2.0980665902079987,0.00012597056030802455,5.150755939808582e-06,0.00041430310035099757,5.326403801264759e-05
62,begin,1.2663325117517232,0.0009573627732025136,2.914634962934903e-05,0.0006002739364676302,2.5933822453473944e-05
63,fall,2.1252188362516136,0.00024387570295286113,3.838381938194452e-05,0.0003885239720845301,2.4947441093834154e-05
64,semester,2.7714824900716293,0.00014245360367774805,1.744684019759128e-05,3.822286338941819e-06,1.8210430225382564e-08
65,schedule,1.1933346561490783,0.0020951929078839447,0.00010904697179400155,2.5066130559405748e-05,3.9782356498473187e-07
66,weekend,1.7134905430939424,0.0009669890230893877,0.00010910701607449883,0.00046381348577795376,1.623409762459681e-05
67,youth,2.662338020646561,1.4985531276108833e-05,3.943324498371421e-07,0.00013716690735931868,4.156271229706081e-06
68,minister,2.9176105257498675,2.9666536000007833e-05,1.372385056420728e-06,2.6863617182408394e-05,5.597418877336759e-07
69,conference,2.27415784926368,0.00018741792333482646,1.298589869601259e-05,0.00013034220434167607,5.440244698091781e-06
70,brad,2.337826929133057,0.00012851576568857556,7.72103010569834e-06,0.0,1e-09
71,dustin,2.8384292797022423,3.9086644535407845e-05,1.2349715374469533e-06,1.0377106839892963e-05,1.2785216001979974e-07
72,connect,2.1694224987436668,0.00011913621754428815,3.538777053122751e-06,0.00011100077746594952,2.466057630838409e-06
73,date,1.166331421766525,0.001599100768681396,8.804322221104354e-05,0.0015947983552870577,0.0001730401805229965
74,come,1.169422498743667,0.0011033973861729047,4.117037467922571e-05,0.0010959940691915066,3.7030127663484516e-05
75,part,1.4798599629294793,0.0004519637253488034,2.6280738492141353e-05,0.0005901525686434979,1.524856994031515e-05
76,agree,1.3912712483600234,0.0011511503432880738,3.9602738485580296e-05,0.00014242657165532707,1.7648361607437366e-06
77,important,1.6671905234409734,0.00032032088980176246,2.6946569632299015e-05,0.0008048431258746508,4.002102331557862e-05
78,u,0.8326769508131512,0.0014614185392265065,3.088346628202223e-05,0.0037242712587864054,9.687840370401662e-05
79,get,0.7038272264145631,0.0019678236091116366,3.9965088687717836e-05,0.004998952775869938,0.00021332786462758616
80,together,1.6975024377098122,0.0003838507536024463,1.3578389343486182e-05,0.0002208442254301558,5.4441730089923286e-06
81,recharge,2.7714824900716293,8.883996012583617e-06,2.3430343850813425e-07,0.00026831291830784013,1.4156275742408996e-05
82,battery,2.470452494407648,5.695233287347113e-05,3.3572081072139644e-06,0.0001640419181008627,6.1870303843994534e-06
83,far,2.0037966733661507,0.00015941907959286794,5.51903545906167e-06,0.00038093979140559514,1.6148688426286956e-05
84,spring,1.9176105257498672,0.0003730083156146626,1.4611091963808338e-05,0.0001150146431066131,2.9840836469076446e-06
85,lot,1.74734881035491,0.00011175246654927453,2.7249617889990233e-06,0.0006971616334614139,2.6317170804935028e-05
86,trouble,2.27415784926368,0.00014189342003822144,7.78414415295374e-06,0.00021225206564996765,1.1591944392831872e-05
87,difficult,2.386131608707612,5.5089740883257915e-05,1.2156672891218547e-06,0.00011563846924824811,3.112783097461723e-06
88,away,1.831250695075119,0.00014900534427639614,3.68101147976872e-06,0.0009440136004658876,0.00012022895367787001
89,without,1.3835844196937324,0.00034180870533457973,1.1032041714747452e-05,0.001104098799996177,2.3389931728275966e-05
90,kid,2.2363692883742803,0.00028899250287194814,2.1836120613484233e-05,6.559055959929919e-05,1.3717959360290535e-06
91,etc,1.7592480336546177,0.0003184650302863274,1.091820588615422e-05,0.00038687213730926977,1.2810897107457012e-05
92,potential,1.8531525365229489,0.00035584329074271766,2.5021103998649085e-05,0.00022073330482355036,4.152944099975276e-06
93,alternative,2.15418253218693,8.693053628824421e-05,6.165370056777579e-06,0.00019070293228363484,5.013318289555156e-06
94,let,0.7628823183097116,0.0032586256422523305,6.817463149006089e-05,0.000597772991250036,2.7475839878166672e-05
95,prefer,2.201607182115068,7.076073995797633e-05,1.5855124999141942e-06,0.0002821893644158643,1.1934700530787533e-05
96,first,1.1709763268122886,0.0017611649863664767,9.774930952032127e-05,0.000793062638599673,1.9359961055382068e-05
97,option,1.6770612774672675,0.0005272622714568912,3.8219786285723666e-05,0.0002958729534840867,5.456192345423974e-06
98,would,0.8777999716015169,0.0018552074376192078,4.382329052058609e-05,0.0012799688684737701,3.9095937141202555e-05
99,similar,1.9353392927102988,0.00011295195754592105,3.245933949923792e-06,0.00013187931321681943,1.8539271318068406e-06
100,do,1.4151834057654347,0.000798124123326445,2.5075898132195137e-05,0.0004528959816787791,3.2746061124996626e-05
101,several,1.6871616043715933,0.0003363905891621697,1.2288371044446387e-05,0.00014121379259296118,3.0139306974453737e-06
102,could,1.0993846321359118,0.0011552569280309476,3.0461004691729913e-05,0.0010270480724484414,3.055776092214815e-05
103,heartland,3.616580530085886,5.79648024542276e-06,1.0031918564436349e-07,0.0,1e-09
104,country,1.810400556101999,7.186152236204812e-05,1.268166082283191e-06,0.0006195468534839361,1.797954380464162e-05
105,inn,3.1394592753662236,5.0317733891404344e-06,7.584220560764033e-08,7.717586790935468e-06,3.657480795105229e-08
106,www,1.1482331996737287,0.0005686362572125962,2.4490093710091842e-05,0.00499424597867931,0.0002394272240615
107,com,0.6917845342879739,0.0037850700984999415,0.0001221275734727214,0.004849010024671051,0.00010864931874327576
108,outside,2.185216765926899,0.00013592618094678685,6.073315625564244e-06,5.975385242070557e-05,7.20394565444634e-07
109,brenham,3.616580530085886,1.7389440736268278e-05,8.948726707992717e-07,0.0,1e-09
110,nice,2.185216765926899,0.00013021148980313005,7.196312424485232e-06,0.0006262471371772599,6.52607478943568e-05
111,place,1.3006101846289684,0.0007009937379239637,2.2074385507730463e-05,0.0008762010370872669,2.7904000852070804e-05
112,bedroom,3.1394592753662236,1.0063546778280869e-05,3.0036882243056135e-07,7.687357812315905e-05,3.6104815503342292e-06
113,house,2.0725124857356105,8.076614245773099e-05,1.6378111092473664e-06,0.0008294623719482178,0.00017039615517288847
114,side,1.74734881035491,0.0003299465113838576,1.4482046976973292e-05,0.000617394248080636,2.191895418547156e-05
115,real,1.6671905234409734,0.00014001482901553733,3.894102485245943e-06,0.0011572278465018808,4.126719995805364e-05
116,relaxing,3.616580530085886,5.79648024542276e-06,1.0031918564436349e-07,0.0,1e-09
117,also,0.9353392927102989,0.0012407778392939676,2.4906690477273287e-05,0.000979416522875255,1.3018711226359534e-05
118,close,1.5995471907871057,0.000557301472943978,2.5269706708263136e-05,0.00027585769387399874,7.289707760952654e-06
119,one,0.8939466075520738,0.0014633573602512444,4.404400695522242e-05,0.001818443650530181,3.5976303293139026e-05
120,hour,1.4234559317314246,0.0007947208240691278,4.879733081876173e-05,0.0014909012617302455,5.5921041524780544e-05
121,golf,2.412460547429961,0.00027875568293284314,2.11527132225353e-05,2.4359430383193597e-05,7.000038176433257e-07
122,shop,1.8607056744133947,0.00019963362912881605,5.748119778958899e-06,0.0008017612693087326,5.8479972654466186e-05
123,antique,3.315550534421905,5.314003937034149e-06,8.447341346335943e-08,1.779855560076607e-05,3.741769489758551e-07
124,craft,2.575187844927661,4.757544582605715e-06,5.252502630508643e-08,0.0001051041073272041,2.355377151304324e-06
125,store,1.9090103539879497,9.964887760440656e-05,2.542230540021114e-06,0.000905231562813323,4.176402330907796e-05
126,eat,2.337826929133057,6.206644869688891e-05,3.3795448557917287e-06,0.0005023587860818569,7.522172763640872e-05
127,dinner,2.7134905430939424,0.00016574060852297417,2.9113402363706746e-05,0.0,1e-09
128,ranch,1.7970365945440174,0.0009602032641819085,7.160670146016177e-05,4.854153078405043e-06,2.8756980883918027e-08
129,spend,2.0980665902079987,0.00014924192846497552,6.6597788268383985e-06,0.0005177789679998346,8.621860028142113e-05
130,meet,1.4179234431314636,0.0006334641223411483,1.9047968493848984e-05,0.0010260280514741132,0.00010410289025625831
131,saturday,1.9090103539879497,0.0005213294585622246,2.2810895163903313e-05,0.0,1e-09
132,return,1.5712575512992286,0.0006469003307251281,2.57446643920683e-05,0.0002689208338348427,7.129227048176616e-06
133,sunday,1.9444826721501687,0.0004474107339267784,2.717835255756573e-05,0.00014982106086818678,6.824163805614064e-06
134,morning,1.5483946683397245,0.0007338606440292167,3.022340138595537e-05,0.0002902517339709938,1.0443000294653174e-05
135,second,1.6298087958196412,0.0003095676246597754,1.382052265960555e-05,0.0006878450867265501,1.8430886923070677e-05
136,stay,1.845728518443742,0.00033236912842069395,1.4026599127952776e-05,0.0003479678240476202,1.5157270528635701e-05
137,houston,1.2801207962373566,0.0016996609408493487,6.83676750735516e-05,4.474003786881542e-05,8.844208023020574e-07
138,restaurant,2.7134905430939424,1.3541536536810436e-05,1.861167619200436e-07,0.00020715229381316667,1.38357179734526e-05
139,dessert,3.315550534421905,5.314003937034149e-06,8.447341346335943e-08,1.7252587637552388e-05,3.516337970654992e-07
140,visit,1.4043929256819283,0.000270179673292956,5.128988499105195e-06,0.0025374145149700067,0.00011564948437554983
141,home,1.4206808776766524,0.0005102245052797695,2.6602252561295866e-05,0.0024882910012877265,0.0002220966900689958
142,even,1.396472442045831,0.0004358398646678743,1.380483288546785e-05,0.0012739923418218875,4.4264285109106356e-05
143,might,1.5831567745989363,0.0005109005310943627,2.3761969763083423e-05,0.0004256874470834117,1.4889142030970563e-05
144,easy,1.6079803583239685,0.0001769148011876709,4.291078517812132e-06,0.0015613014330729258,8.390044230656684e-05
145,trade,1.4179234431314636,0.0008880755378774002,3.9344104953918963e-05,0.00022660079055389357,2.3713629551649904e-06
146,much,1.3886938254722125,0.00042185271121813214,9.624664243307828e-06,0.001336917042436966,5.2337720237937505e-05
147,decide,1.7244859273954056,0.00021347162713958382,6.768906803757614e-06,0.00021337683530110933,2.9532240472375415e-06
148,email,1.0016833140527515,0.0010243866538080474,3.107264549822933e-05,0.00319290918790578,0.00011709176827224234
149,back,1.048378806018891,0.0015702807607182027,6.164121490619604e-05,0.001931388047926077,9.436394244973229e-05
150,preference,2.537399284038261,2.0395806714260026e-05,2.7942946583004017e-07,0.0003937270814343393,3.406613369428288e-05
151,course,1.9353392927102988,0.0002165056005014734,1.4630583716311628e-05,0.0003655399458281626,1.3723080800359673e-05
152,available,1.2418321840757822,0.0007312278239873674,3.293293209122038e-05,0.0016898296394773182,7.717742225761877e-05
153,democratic,3.1394592753662236,8.278575178463468e-06,1.069708610816047e-07,2.0021167903003204e-05,4.7319795942788937e-07
154,process,1.3470675858679697,0.0006963180132098696,1.7888779478302876e-05,0.000590532673836101,1.2868755564593561e-05
155,prevail,3.315550534421905,8.732463786772579e-06,1.1898050709723223e-07,0.0,1e-09
156,majority,2.470452494407648,1.445941478924383e-05,1.3632188255147487e-07,4.871225029749627e-05,3.976151539492712e-07
157,vote,2.470452494407648,4.603078609157847e-05,2.7874490721418034e-06,7.113586680492604e-05,1.2380513281047861e-06
158,rule,2.15418253218693,8.947894229522649e-05,2.7580180973971373e-06,0.00013804504381530015,3.228126990767237e-06
159,hear,1.620945335488336,0.0004550307677635952,1.8332066242056907e-05,0.0006025296177209483,2.5101927419501556e-05
160,soon,1.4552125278509112,0.0007693421190817572,2.8345785029051632e-05,0.0002314609376774232,4.302620339604332e-06
161,possible,1.4124605474299614,0.0005456198506856414,1.1983694211880019e-05,0.00036029493616147217,5.791412758473892e-06
162,preferably,3.1394592753662236,1.691359048108868e-05,2.875202405792233e-07,0.0,1e-09
163,end,1.3447389235493872,0.0010433846372916037,4.102038553564392e-05,0.0005537776383840643,3.1121342877397016e-05
164,way,1.3177274536761794,0.0004818827938129703,1.0832296908599417e-05,0.0010779719239196743,5.928950657189341e-05
165,complaining,3.616580530085886,5.79648024542276e-06,1.0031918564436349e-07,0.0,1e-09
166,allow,1.5712575512992286,0.00040359703857208526,1.3890645552576941e-05,0.000572234630180288,3.355328782047674e-05
167,tend,3.315550534421905,3.26616827349416e-05,2.294961965450433e-06,0.0,1e-09
168,great,1.322114303924293,0.0007943143560697859,5.630443427715798e-05,0.0018096763294042702,0.0001218714214230696
169,fishing,3.616580530085886,5.79648024542276e-06,1.0031918564436349e-07,0.0,1e-09
170,shopping,2.412460547429961,7.451392805155403e-05,2.19203347404265e-06,0.00020688263207140048,8.647427280736268e-06
171,whatever,2.1252188362516136,0.0002661561199686044,1.703024501443765e-05,0.00023273638561156613,1.0986382722924205e-05
172,make,0.8793878873811488,0.0015386800601369965,3.555200848634703e-05,0.0020117982473732087,9.915986311615722e-05
173,happy,1.8036671734430305,0.000275071845268483,1.7759466500512658e-05,0.0009030297139800807,4.075025416631762e-05
174,bobby,2.185216765926899,0.00041756330669734924,4.419608026255774e-05,0.0001541368357983239,6.492012693216504e-06
175,photoshop,2.0145205387579237,0.0,1e-09,0.0019236280645537826,0.0003410865536528202
176,windows,2.025515923059387,2.141709744897698e-05,9.953881394003348e-07,0.0007477998420646401,2.9107741882427443e-05
177,office,1.294361235351967,0.0009056631344128701,4.200561088589482e-05,0.001302604126229894,3.952517848803317e-05
178,cheap,1.7592480336546177,4.721774089071983e-06,6.690446502057248e-08,0.0037884684352468556,0.00047710831805902943
179,main,2.1252188362516136,0.0001024657025382165,3.052795036246209e-06,0.000255057796943162,9.821582993692835e-06
180,trend,2.537399284038261,2.168983172110625e-05,4.6278937357940276e-07,8.230707135525163e-05,3.132358440037415e-06
181,abasement,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
182,darer,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
183,prudently,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
184,fortuitous,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
185,undergone,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
186,lighthearted,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
187,charm,2.8384292797022423,1.6794413424734468e-05,2.3236671141377148e-07,9.929877992921145e-05,5.8642786344046e-06
188,orinoco,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
189,taster,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
190,railroad,2.9176105257498675,1.4683564488332998e-05,5.100298383247145e-07,6.32655782491615e-05,3.756165482376994e-06
191,affluent,3.315550534421905,0.0,1e-09,7.006654387534515e-05,4.856797728053144e-06
192,pornographic,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
193,cuvier,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
194,irvin,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
195,parkhouse,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
196,blameworthy,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
197,chlorophyll,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
198,rob,2.5026371777790493,9.557013316170285e-05,7.142336087067241e-06,0.00010915820158679087,4.55245611823704e-06
199,diagrammatic,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
200,fogarty,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
201,clear,1.6527927027403309,0.0006063305160256497,3.0315903895514647e-05,0.00020830414232076696,5.664972298642729e-06
202,bayda,3.315550534421905,0.0,1e-09,8.623181880169132e-05,5.396922057967673e-06
203,inconvenience,2.575187844927661,0.0002515182011810541,4.009500838668947e-05,8.689995667251609e-05,3.5547533405073236e-06
204,managing,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
205,represent,1.8607056744133947,0.0003013049319296515,3.0094543270225383e-05,0.00016276881674762739,2.677990952512143e-06
206,smartness,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
207,hashish,3.315550534421905,0.0,1e-09,7.040761817170563e-05,4.8618359822006435e-06
208,academy,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
209,shareholder,2.15418253218693,2.3144332685032884e-05,4.5721686823998877e-07,0.00019959005050870044,4.7960641246607065e-06
210,unload,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
211,badness,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
212,danielson,3.1394592753662236,6.21596039999498e-06,5.823702638234336e-08,6.051853025225969e-05,4.315416169586744e-06
213,pure,2.575187844927661,6.265190408982706e-05,2.070418793193771e-06,0.00010255839299983639,4.418536269847455e-06
214,caffein,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
215,spaniard,3.1394592753662236,0.0,1e-09,7.284247036792189e-05,4.4192124812383185e-06
216,chargeable,3.315550534421905,0.0,1e-09,6.835560456669336e-05,4.835660016664273e-06
217,levin,3.616580530085886,0.0,1e-09,6.971587111739314e-05,5.726436563703909e-06
218,indian,2.7714824900716293,0.00010141545888523747,6.798113700364534e-06,3.572501669375713e-06,1.6034540913321478e-08
219,deal,0.6575391377647924,0.009255107233718883,0.00045066251752524895,0.0004058036901295997,6.334263039980177e-06
220,book,1.5026371777790493,0.0009223470714299602,5.435988960061484e-05,0.00036785549185594225,9.974183135828749e-06
221,teco,1.3069503626599872,0.006449750502594617,0.0007026891223751721,0.0,1e-09
222,pvr,2.470452494407648,0.00021126533567509287,1.2781995922950703e-05,0.0,1e-09
223,revenue,2.048378806018891,0.00019797573400458202,1.8905424597257316e-05,0.0001611741523913967,2.3202012203578308e-06
224,understand,1.5635020866024665,0.0004278332229524617,1.860582554592149e-05,0.00034825428572405356,1.2840920247697148e-05
225,sends,3.616580530085886,4.217439075117939e-05,5.2587758193492385e-06,0.0,1e-09
226,check,1.2436685271157795,0.0012158416583845936,0.00011246937712552334,0.0014363562534066285,8.987316288354149e-05
227,receive,1.0255159230593869,0.0015694730713258465,4.868433555196146e-05,0.0011145785983017154,2.272032600834599e-05
228,answer,1.7027666777021695,0.00034949199669531423,1.561215592808122e-05,0.00041797475003134735,1.974116183938533e-05
229,whether,1.8841867702629176,0.0002495708632506741,8.283102712611826e-06,0.00014593852672311323,3.4785273552778065e-06
230,predermined,3.616580530085886,4.217439075117939e-05,5.2587758193492385e-06,0.0,1e-09
231,price,0.8479424288382716,0.0022308348873706567,8.245201065225062e-05,0.0036957101836235175,0.0002072723108729445
232,associate,1.8384292797022426,0.0003924307410133615,2.6635608731363824e-05,0.0001313869560078775,3.259424504344362e-06
233,continue,1.3912712483600234,0.0008484386219332028,4.3049615340988396e-05,0.00028091454277215047,4.5356433213792905e-06
234,chase,2.7134905430939424,8.568845923556262e-05,1.1066429021250822e-05,6.749926658877735e-05,1.6625409009006185e-06
235,ehronline,2.7714824900716293,0.0003385688782092576,0.00010946459761059371,0.0,1e-09
236,web,1.616580530085886,0.0004798114312781409,2.1430007779538556e-05,0.0007534868865524445,3.782950236698757e-05
237,address,1.3090844921726732,0.0008109338024481932,3.584195054152825e-05,0.0008818949137932449,1.968640841141703e-05
238,message,0.9751064195817866,0.0013739914616972082,3.134038093882397e-05,0.002114577893864579,0.00014515451612111914
239,intend,1.616580530085886,0.00026092033380433675,7.428785831801822e-06,0.00032043285953805233,4.391258429908051e-06
240,user,1.6923012440240044,0.00039443696658375196,1.6096449386395778e-05,0.0003731447415823958,7.973257745586231e-06
241,due,1.2882009266471484,0.0011932243680678367,6.515140643721375e-05,0.0002573377153842769,2.093771192249686e-06
242,recent,1.9353392927102988,0.00031013893273406566,5.82719476427323e-05,0.00022847041747834016,4.797072115185875e-06
243,url,2.36130802498258,0.000281047580564694,5.828618402160915e-05,0.0005010424552037509,8.010325847009148e-05
244,aka,2.8384292797022423,8.471992746378282e-05,4.334074737780792e-06,0.0,1e-09
245,access,1.4642921857028295,0.0007871103708590242,5.176546323837361e-05,0.00033489222397338475,6.6254189036152066e-06
246,computer,1.8172399806323043,0.00016746045840131737,6.926802779273896e-06,0.0012641406955008286,0.0002491885364470612
247,involve,1.7134905430939424,0.00019829615438748426,5.3862516039405965e-06,0.00020703509498049786,1.5712314674440172e-06
248,add,1.2985171951231245,0.001596103891433408,0.00012748817782821668,0.0007182008677509725,3.298863723011773e-05
249,letter,1.6434526764861874,0.0007123273681283607,6.831389774991589e-05,0.0004432399615770259,1.1055444081138056e-05
250,http,0.9263844500573725,0.0007134764370366715,2.2311121386274337e-05,0.00786803186214822,0.00024193933375395691
251,reference,1.5521225408589676,0.0008007372298185103,3.973305513292441e-05,0.00012690067734127662,1.111945525583649e-06
252,favorite,2.470452494407648,5.868159580265011e-05,2.5563049583601203e-06,0.00025442699160177577,2.77287134055338e-05
253,browser,1.7777314393486308,0.00010345970713365153,2.6012793692787594e-06,0.0006520053346384376,1.8720837890729747e-05
254,saving,2.025515923059387,0.00018612006643207974,1.0219841898149599e-05,0.0007906573611416352,4.134292328590428e-05
255,certificate,2.36130802498258,0.0001653944785390237,1.2012958756797521e-05,8.549003009190355e-05,1.9704095415526e-06
256,take,0.9371526334737672,0.0014272730826772684,3.858047649816858e-05,0.0021211538842449995,5.529455745867982e-05
257,save,1.4612444926208243,0.0002571088244608373,3.181971643863572e-05,0.003021400698718267,0.0001517273956053441
